AGEP,SCHL,MAR,RELP,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,SEX,RAC1P,ESR
5.0,2.0,0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
41.0,16.0,0,15.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,2,1.0,0
40.0,21.0,1,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,0
68.0,19.0,1,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
76.0,24.0,0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1,1.0,0
24.0,19.0,0,0.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
30.0,20.0,0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
6.0,3.0,0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1,2.0,0
49.0,21.0,1,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
36.0,21.0,0,13.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
51.0,18.0,1,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
3.0,1.0,0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,2,1.0,0
29.0,21.0,1,0.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
49.0,20.0,1,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
71.0,22.0,0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
5.0,2.0,0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1,1.0,0
11.0,7.0,0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
3.0,2.0,0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,2,1.0,0
67.0,23.0,1,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
17.0,14.0,0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1,1.0,0
39.0,21.0,0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
36.0,15.0,1,0.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2,1.0,1
8.0,4.0,0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2,2.0,0
66.0,20.0,1,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1.0,0
57.0,19.0,1,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
80.0,15.0,0,6.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2,1.0,0
72.0,17.0,1,8.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2,1.0,0
57.0,16.0,0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2,1.0,0
78.0,15.0,0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
60.0,21.0,0,8.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2,1.0,0
10.0,8.0,0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,2,1.0,0
37.0,1.0,1,9.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2,1.0,0
5.0,2.0,0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,2,1.0,0
66.0,19.0,1,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
40.0,21.0,0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1,6.0,0
2.0,0.0,0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1,1.0,0
26.0,16.0,0,0.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2,6.0,0
49.0,17.0,0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,8.0,0
78.0,21.0,0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
15.0,12.0,0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
69.0,21.0,1,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1.0,0
40.0,22.0,0,10.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
14.0,11.0,0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
1.0,0.0,0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1,1.0,0
24.0,16.0,0,13.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
11.0,9.0,0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2,1.0,0
9.0,6.0,0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2,1.0,0
68.0,19.0,1,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,1.0,0
14.0,12.0,0,4.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
9.0,6.0,0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1,1.0,0
61.0,19.0,1,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
67.0,20.0,1,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
3.0,1.0,0,2.0,2.0,5.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,1,1.0,0
23.0,16.0,0,7.0,2.0,0.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
24.0,18.0,0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1,2.0,0
68.0,16.0,1,1.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2,6.0,0
6.0,3.0,0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1,6.0,0
9.0,6.0,0,10.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1,1.0,0
6.0,3.0,0,10.0,2.0,0.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,2.0,1,1.0,0
18.0,14.0,0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1,1.0,0
65.0,18.0,1,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1,1.0,0
4.0,2.0,0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2,1.0,0
16.0,13.0,0,2.0,2.0,7.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1,8.0,0
23.0,19.0,0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1,1.0,0
55.0,21.0,1,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
37.0,20.0,1,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
27.0,20.0,1,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
34.0,21.0,0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
6.0,3.0,0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2,1.0,0
25.0,21.0,0,13.0,1.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,2,9.0,1
87.0,24.0,1,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,2,1.0,0
32.0,19.0,0,12.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2,9.0,1
71.0,19.0,0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,0
0.0,0.0,0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1,1.0,0
69.0,19.0,0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1.0,0
53.0,17.0,1,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
69.0,16.0,1,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
40.0,20.0,1,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,1,2.0,1
39.0,17.0,0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
80.0,16.0,1,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1.0,0
24.0,16.0,0,13.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
42.0,20.0,1,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,3.0,1
32.0,21.0,1,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1.0,0
77.0,21.0,0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1,1.0,0
22.0,15.0,0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2,1.0,0
25.0,16.0,0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
73.0,16.0,1,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,2,2.0,1
52.0,16.0,1,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
64.0,19.0,0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1.0,0
59.0,14.0,1,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2,1.0,0
40.0,19.0,0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2,1.0,1
57.0,20.0,1,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,0
15.0,12.0,0,2.0,2.0,5.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,1,1.0,0
21.0,19.0,0,13.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,7.0,1
20.0,15.0,0,13.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
14.0,10.0,0,10.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2,3.0,0
36.0,19.0,1,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,1.0,0
19.0,16.0,0,17.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1,1.0,0
59.0,19.0,1,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2,1.0,0
67.0,16.0,0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1,1.0,0
26.0,21.0,0,15.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2,1.0,1
13.0,9.0,0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,2,1.0,0
56.0,21.0,0,0.0,2.0,0.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,2,1.0,1
78.0,22.0,0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
33.0,20.0,1,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
71.0,21.0,0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
35.0,21.0,1,0.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
2.0,0.0,0,7.0,2.0,8.0,1.0,3.0,0.0,4.0,1.0,2.0,2.0,0.0,1,1.0,0
10.0,7.0,0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1,1.0,0
84.0,19.0,1,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1.0,0
15.0,12.0,0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2,1.0,0
65.0,21.0,1,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1.0,0
33.0,16.0,0,15.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2,1.0,0
52.0,17.0,1,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,9.0,1
10.0,7.0,0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
59.0,21.0,1,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
77.0,18.0,1,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,1,1.0,0
53.0,16.0,1,1.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2,8.0,0
69.0,22.0,0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,0
40.0,16.0,0,0.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2,1.0,0
83.0,21.0,1,0.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1,1.0,0
12.0,9.0,0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1,1.0,0
26.0,21.0,0,0.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
15.0,11.0,0,2.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2,7.0,0
54.0,16.0,1,0.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2,8.0,0
78.0,16.0,1,0.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,1,1.0,0
84.0,16.0,0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,0
39.0,20.0,1,0.0,2.0,0.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2,1.0,1
38.0,20.0,1,0.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2,1.0,1
31.0,20.0,0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1.0,0
33.0,22.0,1,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
65.0,21.0,1,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,0
62.0,20.0,0,12.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
62.0,16.0,1,1.0,2.0,0.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2,1.0,0
34.0,22.0,1,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,9.0,1
35.0,20.0,1,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2,3.0,1
13.0,11.0,0,2.0,2.0,7.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2,1.0,0
22.0,19.0,1,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
6.0,3.0,0,2.0,2.0,2.0,1.0,3.0,0.0,4.0,1.0,2.0,2.0,2.0,1,1.0,0
69.0,22.0,1,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,0
30.0,16.0,0,0.0,2.0,0.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2,2.0,0
12.0,9.0,0,3.0,2.0,8.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1,3.0,0
2.0,0.0,0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2,1.0,0
4.0,1.0,0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,0.0,1,1.0,0
8.0,5.0,0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,2,1.0,0
6.0,3.0,0,2.0,2.0,3.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,1,9.0,0
21.0,19.0,0,0.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,1,1.0,0
42.0,22.0,1,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
0.0,0.0,0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,1,1.0,0
18.0,18.0,0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,0
27.0,21.0,0,11.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2,1.0,1
30.0,16.0,1,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,5.0,0
8.0,5.0,0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,2,1.0,0
70.0,21.0,0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,0
29.0,16.0,0,13.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1,1.0,1
77.0,16.0,0,0.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2,1.0,0
10.0,6.0,0,2.0,2.0,7.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2,1.0,0
82.0,19.0,1,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,1,1.0,0
14.0,10.0,0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1,2.0,0
79.0,16.0,1,0.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
73.0,16.0,0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
60.0,13.0,0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1.0,0
57.0,19.0,1,0.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2,1.0,0
18.0,18.0,0,17.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2,8.0,0
68.0,22.0,1,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1,1.0,0
35.0,16.0,0,0.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2,1.0,1
86.0,16.0,0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2,1.0,0
93.0,11.0,0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2,1.0,0
18.0,14.0,0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,1.0,0
53.0,18.0,1,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
60.0,16.0,0,11.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1,9.0,0
38.0,18.0,1,10.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
11.0,8.0,0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2,1.0,0
20.0,15.0,0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2,1.0,0
24.0,16.0,0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2,1.0,0
38.0,19.0,0,5.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1,1.0,0
46.0,22.0,1,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1
55.0,12.0,1,1.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2,1.0,0
15.0,13.0,0,2.0,2.0,7.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
47.0,20.0,0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,1.0,0
68.0,14.0,0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
64.0,16.0,1,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
2.0,0.0,0,2.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,0.0,2,1.0,0
4.0,2.0,0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1,1.0,0
88.0,19.0,0,15.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2,3.0,0
0.0,0.0,0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,1,1.0,0
83.0,21.0,0,8.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,0
0.0,0.0,0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1,1.0,0
93.0,21.0,0,8.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2,1.0,0
35.0,1.0,0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,1.0,0
16.0,13.0,0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
1.0,0.0,0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1,1.0,0
55.0,16.0,0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
56.0,20.0,0,11.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
64.0,18.0,1,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
51.0,16.0,1,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,0
49.0,21.0,1,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,1.0,0
25.0,17.0,0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1
30.0,19.0,0,17.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1,2.0,0
30.0,21.0,0,15.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,1.0,0
17.0,14.0,0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,3.0,1
16.0,14.0,0,2.0,2.0,1.0,1.0,3.0,0.0,4.0,1.0,2.0,2.0,2.0,2,1.0,0
3.0,2.0,0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,0.0,2,1.0,0
56.0,19.0,1,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
7.0,5.0,0,7.0,1.0,6.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,2,1.0,0
69.0,21.0,1,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
15.0,13.0,0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,1,1.0,0
55.0,19.0,1,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
37.0,21.0,1,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2,1.0,1
39.0,21.0,1,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
13.0,10.0,0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,2,1.0,0
93.0,23.0,1,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1,1.0,0
51.0,21.0,1,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
29.0,21.0,0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
24.0,22.0,0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
66.0,18.0,1,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2,1.0,0
48.0,21.0,0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
41.0,22.0,0,13.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
59.0,19.0,1,0.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2,1.0,0
24.0,19.0,0,7.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1,1.0,0
59.0,21.0,1,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
50.0,21.0,1,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1
60.0,21.0,0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
42.0,19.0,1,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2,1.0,1
